minusLOG10p-value(GFP vs WT),Difference(GFP vs WT),Gene names
0.981340304,0.618991216,LRPAP1
1.168624022,-0.84096845,SLC7A1
1.291939044,0.654616038,ALDH1B1
0.039519751,0.02829361,DNAJA1
3.828041339,0.500882467,UQCRC1
0.665769159,0.20976003,HNRNPH3
0.226783739,-0.168509801,YWHAB
2.173318732,-0.650912603,STIP1
0.233633703,-0.220437368,PRDX2
2.110471759,0.641787211,GK
0.857961367,0.348587672,PYCR1
0.50414578,-0.111399968,RPL9
1.225348535,0.356829961,KIF5B
1.406535523,-2.20075798,ABCC1
0.545640217,0.366560618,MCM5
0.590531797,0.282708486,SHMT2
1.725364598,-0.910861333,HSPA4
2.01255088,-0.575738271,CTNNA1
0.459128977,-0.089228312,PHB
0.54457911,0.314072927,RDX
0.597196984,0.588071187,RFC1
0.071873152,0.059367498,RPL22
2.973733259,0.457497915,MYH9
0.587014397,0.038445155,MYH10
1.067692927,-0.54194959,BSG
3.354226429,-0.696641922,NUP214
0.112864513,0.102404912,DEK
0.846604774,0.752735774,ARL2
0.512491437,-0.647052129,TRIM23
1.465796148,-0.179405848,ATP5C1
0.120744078,0.079622269,ATP6V1E1
1.85653252,0.392097473,RPL4
2.663919659,0.674482346,DLST
3.116292487,-1.201660792,TAGLN2
1.155178253,0.451844533,ETFB
1.866383817,0.232114156,RBMX
1.147537061,-0.58859698,GGCX
3.723882356,1.091677348,HSPA9
1.123367629,0.535633087,EIF4A3
1.270570971,-0.490842183,RPS19
0.194104368,0.067884445,RPL3
0.198907397,-0.100793839,DDOST
0.514018925,0.154632568,FEN1
1.653023392,-0.615248362,CCT6A
0.651187969,0.107452393,RPL13A
0.439904266,0.333645503,MDH2
0.029611605,-0.01402537,HADHA
0.673992095,-0.083857218,EIF2S3
0.717425019,-0.356875738,BUD31
0.039013766,-0.048482895,GARS
1.062321486,-0.299826304,SLC19A1
0.019307607,0.028779984,PRKCI
2.434756177,-0.851183573,ECI1
0.849267998,0.225264867,TMPO
0.254050786,-0.116072337,TMPO
0.330980284,0.160535177,MTOR
0.95590901,-0.344761531,RPS27
0.519535317,0.169541677,LRPPRC
0.104791869,-0.078751882,ACAA2
4.309873206,2.179276148,RPL35
0.760419723,-1.281764348,PRCP
0.190248195,-0.417914073,MSH2
1.35384778,0.293635686,GPD2
1.716774774,-1.047653834,RANBP1
1.072980181,-0.724280675,NAMPT
0.74135185,0.281663895,TSFM
6.456330706,1.86628596,VDAC2
0.657570436,-0.209403992,ACADSB
1.585298407,0.861510595,MKI67
0.019994251,0.006625493,RANGAP1
0.983576523,0.234871546,NOP2
0.391836737,-0.706586202,MTIF2
3.822806142,2.456471125,RPL27A
1.434833464,-0.464940389,RPL5
4.449252559,1.009251277,RPL21
2.3064744,0.708437602,RPL28
1.725084151,-0.216596603,RPS9
0.751671845,-0.393477758,RPS10
0.398412123,-0.124146779,MAP1B
2.4678901,-0.737273534,UTRN
0.147953045,-0.07663854,IQGAP1
2.112604768,-0.44373258,STT3A
0.394809554,-0.356656392,CAPZB
2.161595675,-1.119962692,EIF1AX
1.445553178,0.24895668,RPL29
1.46390475,0.460988363,UQCRFS1
0.564738044,-0.077571869,ATP5O
3.410636812,-1.356232325,ARCN1
1.586830484,-1.524632772,LSS
1.423268173,-0.5164814,CCT5
0.188555764,0.096619924,PTDSS1
1.457967993,-0.699333191,IDH2
2.449180402,-0.913256963,MARCKSL1
1.337835109,-0.768793106,CAMLG
0.473036968,-0.304100037,ALDH9A1
2.108370635,0.389508565,RPL34
0.915190982,0.996507645,RPIA
3.146253793,-1.36039861,LMAN1
0.934041942,-0.633967082,FASN
1.838497092,-0.440226873,CCT3
0.877858648,0.746819814,MRPL19
0.261106744,0.081986745,TUFM
2.154744138,-0.829969406,ALDH7A1
0.179298901,-0.106295268,SRP9
1.624885948,0.860190709,HARS2
1.872295683,-0.810382843,ACADVL
5.62820728,-0.925619125,TMED10
0.251454163,0.155004501,NUMB
2.553709201,-0.553304036,RANBP2
0.391332643,0.219444275,GSK3B
1.952208862,3.220738093,LIG3
0.949622177,-0.26233991,PPOX
1.375741322,0.437856038,EMD
2.20367011,0.315071742,SERPINH1
0.853961132,-0.513654709,ST13
2.320561498,-0.631197611,DNM2
0.034453602,0.016716639,RPL14
1.503601303,-0.42648379,CCT8
0.858751426,-0.238389333,CCT4
0.772798693,-0.268006007,FXR1
1.165871495,-0.182727814,FXR2
1.157397271,-0.191305796,RAB5C
1.526380434,-0.30045255,RAB7A
2.865609567,-0.734003703,RAB9A
0.576408583,0.208089193,RAB13
1.809722697,0.961473465,DAP3
1.261664632,-0.382395426,SSR4
3.618310762,-1.402638117,BCAP31
0.55189528,-0.207661947,HSD17B4
3.044657497,-1.235436757,VAMP7
1.147524545,0.367196401,HNRNPA3
0.533579678,-0.21040535,HNRNPM
2.274732101,0.70795695,KPNA2
0.675919277,0.25394694,SLC7A2
0.878526716,0.434321086,HNRNPF
2.130175007,0.925374349,KIF11
1.353794214,-0.25275739,CAPZA1
1.979036801,-1.576426824,NUP98
3.520470182,-1.245833715,SLC25A1
1.170385549,0.465007146,SUCLG1
2.712477621,-1.070814133,COPB1
3.795256525,-1.185201645,COPA
0.981154328,-0.319232941,SLC16A1
0.599725643,-0.242432276,SUB1
2.749118818,3.31556956,POLG
2.536841778,-0.671818415,RARS
0.438599612,-0.124334971,YARS
1.856316418,0.846537272,ATP1B3
1.383017439,0.364906947,ALDH18A1
0.337830602,-0.277391434,NAPA
1.22929525,-0.236198425,SLC12A2
1.362206779,-0.30578359,VCP
0.85543834,-1.069845835,MFAP1
0.203194582,0.076494217,HADHB
1.976115002,0.831535339,NHP2L1
0.647054947,-0.217650096,OXCT1
0.13905617,0.049126307,EIF3B
1.690212682,0.64434433,ATP5J2
2.581685074,-0.51394399,NDUFV3
1.53335001,0.420255661,RRP1
1.742827882,-0.890504201,MARS
3.654048687,-3.094115575,MAZ
0.61103898,0.266890844,MP68
2.725787511,-0.507415136,ATP5E
0.07179753,-0.058076223,ATP5I
0.503525033,0.222028097,EIF6
0.665841746,-0.490112305,NDUFA6
3.36178329,-1.218069077,STX17
4.810961657,-0.779690425,NUP107
2.347037943,-1.241996765,YBEY
0.558928337,0.253365199,TPI1
2.887318848,-0.88358434,EIF3E
1.184915517,-1.25267601,SEC61B
1.380995476,-0.754071554,ACTB
1.923915255,1.114049911,EIF4A1
2.085182731,-0.635810216,RPS20
1.183262377,-1.911596298,PRPS1
0.005702868,0.005398432,S100A10
1.866815024,-0.642515182,CDC42
0.005141911,0.012954076,DSTN
1.549957683,-0.286832174,RAB8A
0.68162537,-1.19814682,SPCS3
2.79864263,-0.585105896,RAB2A
0.332956442,0.137976329,RAB5B
1.474105767,-0.57987531,RAB10
1.375789664,-0.339139303,RAB14
0.984967746,0.629449209,ACTR3
2.553329823,-0.816260656,ACTR1A
0.968409652,-0.500893911,ARF3
1.736879787,0.525515238,ABCE1
0.389919023,-0.169683456,RAP1B
2.661110372,-0.713294347,RAP2B
0.557579663,-0.186475754,RPS3A
1.829197839,0.886004766,RPL26
0.800159805,0.242472967,RPL15
1.868079819,0.639222463,RPL27
1.941541764,1.142035802,RPL37A
2.610460593,-0.494541168,RHOA
0.252912392,0.305615743,HSPE1
2.647228305,2.582259496,RPL37
0.190631351,-0.060695648,WDR5
0.816904707,0.262231191,HNRNPK
1.911984961,-1.103265762,YWHAG
0.461170476,0.063304901,TIMM10
1.937925168,-0.529321671,RPS7
0.412184448,-0.112795512,RPS8
0.229365645,-0.110042572,RPS16
2.646534675,-0.668814977,YWHAE
1.144342938,-0.78512001,RPS14
1.69170809,1.138881048,RPS23
0.100872393,0.057860057,RPS18
0.807446925,-0.747931163,RPS29
1.331830601,-0.655954361,RPS13
0.935863914,-0.578596115,RPS11
0.419885805,-0.215344747,SNRPF
0.61543122,-1.189479192,SNRPD1
1.066717497,-0.898352305,ARF6
2.533774847,0.381130854,RPL7A
0.937512616,-0.114517848,RAB11A
0.028221666,0.021621068,ETF1
0.185550975,0.071968079,RPS4X
4.636374467,-1.424346924,RHOB
2.472873473,0.524243673,RPL23A
1.656508771,0.797978083,RPS6
2.268556379,2.539279938,HIST1H4A
2.160420265,-0.379113515,RAB1A
0.655125458,-0.390780131,RPL23
1.862832747,-0.582816442,RAP1A
2.457974451,-0.619040171,RPS25
2.846041038,1.440912882,RPS26
1.057325095,0.520036697,RPS28
1.094100283,-0.276594162,GNB1
1.5919961,-0.353551229,GNB2
0.589422303,0.338003159,RPL30
2.066254884,0.943248113,RPL31
0.340719936,0.059906006,RPL10A
0.102829008,0.018989563,RPL11
0.361565958,-0.076904933,RPL11
2.606193863,0.410556793,RPL8
0.251183844,-0.172515233,PPIA
0.044066802,0.037013372,RPS27A
1.139365883,1.062181473,TRA2B
1.933049216,-0.530245463,RAC1
2.323955462,-0.64895757,AP2B1
2.538585915,-0.76967748,GNAS
0.959330361,-0.746370951,GNAS
0.644898607,-0.304292679,YWHAZ
0.181321269,0.270747503,PPP2R2A
0.957755725,-0.31919988,DYNLL1
0.854984409,-1.048399607,RPL38
1.362740228,-0.707871119,GNG5
0.793677251,-0.622156143,RPS21
0.075589014,0.078678767,EIF5A
0.420668173,-0.375883102,GNB2L1
1.348312897,-0.407559713,ACTG1
2.339865531,0.6251297,YBX1
2.103841794,-0.470544179,ACTA1
0.23697278,-0.049802144,EEF1A1
1.952512434,-0.20177269,TUBA1B
0.685857436,-0.212471008,TUBB4B
1.066647971,-0.295196533,CCT2
0.850940924,-0.323687236,RAE1
2.948302344,0.48731041,PRKDC
1.708774258,-1.741065979,NUCB2
3.531450995,-1.018610001,BASP1
0.944553895,0.997804006,DCD
0.509062259,-0.443663915,TMF1
1.871295006,0.615134557,MRPS25
0.555853102,0.211896261,MRPS35
1.75462749,0.397598267,MRPS5
2.089727049,0.914635976,MRPS36
2.982164538,1.213708242,MRPS11
2.810827892,1.004032135,MRPS15
4.077202128,1.408742905,MRPS21
0.600624172,0.13247935,MRPS6
2.716493808,0.580038706,MRPS9
2.906103557,1.982778549,RPL24
2.296013518,-0.576349258,ERH
1.538132737,1.46568044,RHOG
3.12753115,-1.962593079,EFNB1
1.019549687,0.164082209,TFAM
0.932843708,-0.132398605,SLC25A3
1.091206623,0.731678645,HDLBP
2.322809881,-1.267360051,CDC42EP1
0.372768209,-0.212326686,CLTC
0.457580188,-0.341750463,FKBP3
1.360785231,-0.868046443,REEP5
4.116981264,0.549141566,HNRNPU
2.756710363,0.949834824,U2AF1
0.885613178,0.223315557,SPTBN1
1.514661552,-0.568625768,SET
2.386636992,-0.931892395,CAP1
2.163238699,-0.708914439,SLC7A5
1.153359413,-1.383036931,PFKP
0.574164527,-0.40642039,FKBP4
1.96627006,-1.031951904,NUCB1
2.165263523,0.489135106,RPL6
1.315031175,-1.158962886,AKAP12
0.213208218,-0.069420497,SLC25A11
2.957454442,-1.139874776,CAV1
2.407376117,0.360891978,LMNB2
2.898465939,-1.586999257,TAP2
0.252451338,-0.249437968,SSBP1
0.56580558,-0.521818161,PRKCD
0.683209368,0.502349218,COL14A1
0.399662563,-0.136084874,FMR1
0.081992332,0.014508565,PRDX1
0.655961317,0.2460982,C1QBP
5.165656814,-1.169069926,CKAP4
0.769013343,0.428935369,KHDRBS1
0.323040225,-0.188409805,SRSF4
1.544185907,0.593777974,DHX9
0.798502448,0.826751709,CRYZ
0.860787371,-0.529865265,GOLGA3
2.751049633,-1.009258906,GOLGA2
2.442392062,1.634682337,NSUN2
1.147979451,0.511367798,RBBP4
3.558883299,-0.658530553,AHNAK
0.59916735,-0.706907272,MGAT2
2.069694735,-0.94087855,GALNT2
0.990712742,0.4525973,PMPCA
2.473777548,-1.068652471,KIF1A
1.33800514,-1.256790161,ASPH
0.704131774,-0.374195099,AIMP1
0.380288405,0.179703395,ILF3
1.146788712,-0.252253215,LMAN2
1.109209994,0.679829915,PTPN13
3.105596344,-1.663824081,DLG1
0.281481725,-0.175708135,BNIP1
0.675863567,0.43678538,ECH1
1.485178245,0.379676819,MRPL28
3.390685724,-1.032800674,PRKAA1
1.138717348,-0.618694941,PPFIA1
0.072160126,-0.037095388,HNRNPA0
1.201342503,-0.603296916,AIMP2
0.675969812,0.370936712,PRDX4
1.114626181,0.857543945,CBX3
2.436026821,-2.223867416,STX5
1.05104078,0.487106323,DNAJC3
0.497494917,0.152963003,SRSF9
0.201652004,-0.046661377,SRSF6
0.756782728,0.297706604,TRIM28
0.993229732,-0.330369314,G3BP1
3.224750513,-1.570632299,PTK7
0.213531655,-0.014790853,PABPC4
0.38022019,-0.188098272,EIF3I
2.012911295,0.394342422,MRPL49
3.001344277,-0.910984675,NNT
3.342536388,-1.312762578,SNTB2
0.237225534,-0.061491013,SF3B2
1.534146367,-0.526298523,PICALM
0.356523674,0.186551412,IQGAP2
2.738925781,-1.341809591,STIM1
0.178514959,0.134678523,TRA2A
1.313156314,-1.146925608,PEX6
1.557490684,-0.592341105,FHL1
1.851586283,-0.602961222,MOGS
2.71679823,-1.680066427,PMAIP1
1.46645694,-0.633103689,ARFRP1
1.75516568,0.228613536,SPTAN1
1.381087202,-0.68115298,SNTB1
2.094589685,-0.816504796,CUX1
1.409045024,0.956128438,CKAP5
0.602207682,0.189301809,HNRNPD
4.18340786,-1.420946757,SCARB2
3.471395591,-1.004086177,DSG2
2.747419471,-0.642441432,SCRIB
1.370152977,-0.444794337,MLEC
0.325390042,-0.128423055,DYNC1H1
2.334927181,-1.678031921,MAP7
0.971658924,-0.974259694,CTTN
4.320020122,-1.411373138,FLOT2
1.608043569,-0.339032491,CAPRIN1
0.699900362,-0.237428665,PDIA5
3.522892619,-0.767719269,ITPR2
4.664867122,-1.653022766,ITPR3
1.519455464,-0.445161184,CLINT1
1.428987455,-0.503920873,SMC1A
0.10246961,-0.136908213,RRP1B
0.495261115,0.473101934,MESDC2
0.497233487,-0.165184657,GANAB
1.435151747,-0.179498672,LBR
3.456752704,-0.445743561,GOLGB1
0.750624294,-0.215017955,RAB39A
0.277803504,0.260925293,KPNB1
2.202527276,-0.650404612,NOLC1
0.119201128,-0.08299764,NUMA1
2.924439661,-1.231744766,SLMAP
4.595811696,-1.082736333,EMC2
0.666741914,-0.127967834,LARS2
2.702390268,1.250132243,SLC39A14
3.653961433,-1.235238393,KARS
2.635713616,-0.574714661,EEA1
0.007402593,0.003616333,PDK1
1.161992282,0.295841853,PDK3
0.553203798,-0.169803619,NOMO1
0.19221379,0.3242232,PPA1
0.292657325,0.088662465,NONO
1.071135006,-0.179735819,RAB35
1.874233371,-0.432254791,RCN1
2.428306428,-1.638657252,LLGL1
1.836890312,0.390749613,PCBP1
3.054611181,-1.304179509,RHEB
0.284822012,0.332793554,TOMM20
0.161444591,0.142551422,SF3B3
0.003077842,0.005885442,SAFB
0.186076599,-0.097782771,SEC23B
3.113491435,-1.230385462,SLC9A3R2
1.115941209,-0.539664586,SF1
0.00988211,-0.008602142,TRIP13
0.218181702,-0.357641856,MAPRE1
0.949507791,0.175214767,ELAVL1
1.64661832,-0.965511958,NSDHL
0.59000665,-0.093111038,SLC1A5
2.189203935,-0.757368088,VAMP3
1.041951348,-0.276410421,07-Sep
1.126046886,-0.939864477,PKN2
2.959653833,-1.235036214,DPYSL2
0.120766535,-0.130722046,OCLN
1.728787391,-2.169452667,DBN1
0.566029538,0.193491618,NDUFA5
2.822974533,0.365852992,CLPP
1.112754887,0.303021749,TST
3.116926026,2.904179255,HIST2H2AA3
0.388193363,-0.232990265,NDUFA9
1.671221416,-0.720655441,PCK2
2.686663142,0.535998027,IMMT
0.574423873,-0.236804326,LEPRE1
0.300827293,-0.459434509,HSDL1
1.226168823,-0.956017176,ARL13B
3.137146841,0.939281464,TIMM50
0.607090814,0.289061864,NADK2
0.233118018,-0.210812251,GXYLT1
0.467987596,0.43259875,ACSF3
1.514225447,-0.610244115,ANO6
1.400787047,-0.633189519,TMEM259
0.001105059,0.001456579,AGPAT9
0.010988462,-0.003495534,HSD17B12
1.654513621,-0.531153361,RABL3
0.426124618,0.499600093,COQ5
2.180152554,-0.880502065,MOV10
3.272962618,-0.513157527,MIA3
0.442169132,0.276738485,PHF6
1.810635859,0.595714569,PITRM1
0.753370541,-0.202199936,COA6
0.330860059,0.098447164,TOR1AIP1
0.013189437,-0.006937027,AARS2
3.016555953,-1.392955144,DLG3
0.346996428,-0.119311015,TMEM230
0.428285524,0.461773554,UBE2NL
2.439106185,-1.269975026,SLC27A3
1.124994442,-0.5382061,SPECC1
2.443883982,-1.489540736,MRPS18A
0.68011141,0.369522095,RALY
2.29794361,-1.114082336,VARS2
0.091300686,-0.017003377,RARS2
2.6498028,-0.890722275,FKBP15
0.840822998,0.406939189,C9orf114
4.168591732,1.03136762,IBA57
2.075470336,0.662159602,MRPL2
3.96710822,-0.642902374,ADCK3
2.901519204,1.788955053,ATAD3B
0.07131204,0.054893494,MNF1
0.748432143,-0.247971853,MINOS1
1.068661849,-1.026352564,CROCC
1.573329309,0.394064585,LYRM7
3.144841106,-1.449954987,GHITM
0.801126735,0.618352254,PRPF38B
1.059289578,-1.115435918,CDKAL1
1.15848375,-0.286125183,ARHGEF2
0.480253175,-0.378683726,LRRC16A
0.05612354,-0.058111827,QIL1
1.09417538,-0.357477824,STEAP3
1.110648826,-0.456586838,GLT8D1
2.574957256,-0.610571543,LAMTOR1
0.015252661,-0.006602605,DHRS7B
3.480189015,-2.322736104,RAB12
0.341110629,-0.136196136,SLC25A24
0.610538579,-0.360373179,TMEM214
2.413912875,-0.528168996,PTRF
0.126050558,0.114220937,RPUSD3
0.502073962,0.568661372,LPCAT3
1.005899489,-0.690365473,MRPL14
0.39629581,0.147948583,SLC27A4
0.108178019,0.068452835,EDC4
1.535572923,-0.349177678,PRPF8
1.077760158,0.338640849,SFXN4
1.22404387,-1.081534068,CASC4
1.53646728,0.675443649,DARS2
1.438430828,-1.449157079,RHBDF2
0.232978189,0.159723918,CCDC137
0.49624956,0.168312073,LARP1
0.548750698,-0.115082423,SLC30A9
1.77382721,0.357526779,SARM1
2.671013014,0.715273539,MTHFD1L
0.141958994,0.067796071,LCLAT1
0.204240337,-0.191155116,DHRS13
2.829778485,1.477085114,APOOL
1.978637855,-0.902614594,PTPLB
0.180692731,0.053752263,HSDL2
2.883551729,0.829034805,NFXL1
1.156309647,-1.271360397,QSOX2
1.118571453,-0.753933589,ACSS1
2.611653063,-0.557577769,TMTC3
0.183634506,-0.168024063,ACAD11
3.797899983,3.035544078,USP30
2.732337472,-0.887475967,IKBIP
2.92960187,2.403242111,HIST2H3A
0.227621847,-0.038103104,LARP4
0.27475703,-0.128484726,SND1
0.301062007,0.106011073,COX15
0.485731699,0.295771917,DDX46
1.772864041,0.472281774,TRMT10C
3.551381456,1.052672068,DHX30
0.448558068,-0.465933482,CYFIP1
2.890816195,-1.288848241,LPCAT2
0.524828672,0.257318497,TAOK1
0.649959318,0.43430837,FASTKD5
0.589235544,-0.094074885,ZC3HAV1
1.240259091,0.675959269,MRPL21
0.500520219,0.120570501,MAVS
0.171256717,-0.263224284,GOLGA7
1.552988881,0.157219569,MRPL55
2.164432104,-1.108563741,TMED4
2.182100082,0.429258347,MRPL10
1.88244072,0.928534826,GLRX5
1.162501778,0.615485509,ACOT1
1.951997512,0.437931061,MTDH
0.150098399,-0.181611379,AGPAT6
2.838466481,-0.519842148,KTN1
0.279746643,0.096040726,NLRX1
1.580259512,-0.677660624,TXNDC5
2.075893927,2.1665109,ALYREF
1.40730872,-0.675447464,CAND1
0.528395795,-0.433270137,RPS19BP1
1.265902084,-1.12430191,TMED7
2.117176029,-1.016450246,STX12
1.241617143,-0.445875804,RAB43
1.259202906,0.67622757,PLD3
2.338365456,0.381373723,MCAT
0.874209299,2.179624557,ZBTB8OS
0.324807894,-0.116790136,DNAJC10
2.905075027,0.450885137,RHOT2
0.779698804,0.102650325,RHOT1
1.654726396,0.653998693,MRPL41
2.988466807,-1.824371974,PNPLA6
1.028168698,-0.502388,PPAPDC2
0.385051852,0.224213282,FTSJ3
3.399443336,0.740206401,SUPV3L1
1.562977617,-1.318074544,EXOC8
1.071200872,0.812295914,THNSL1
2.088831726,-0.980330785,KIAA2013
0.794397077,-0.746433894,KATNAL2
4.054811489,-2.10405604,CMTM4
2.304624727,0.611596425,RBFA
0.157237193,-0.046167374,NDUFAF2
2.051473332,-0.555899302,NUP93
0.592107672,0.16541036,LRRC47
0.022660972,-0.024216334,ANKRD35
1.535467595,1.955743154,GUF1
0.400446261,0.105290731,
0.734952775,0.502605438,ZADH2
0.057661642,-0.041262945,SMIM20
0.388113284,0.282173793,TMEM57
0.675971136,-0.674135844,CISD2
1.704038808,-0.683184942,JAGN1
1.984141309,0.562888463,MRPL50
0.938501635,-0.362593969,EMC1
0.786102563,-0.44445165,ENAH
2.27247459,0.379862467,MRPL43
0.334178551,-0.095474879,GOLM1
0.176188582,-0.068552653,COLGALT1
0.319376678,-0.178256353,UBAC2
0.082491216,0.044724782,RDH13
0.72225073,-0.660131454,TTC13
0.19013352,-0.064439138,ATAD1
0.953933199,0.257435481,SERBP1
1.264032013,-0.751503627,KCT2
2.243673113,-1.043426514,LEMD2
1.070864348,0.695287069,NOA1
1.89976889,-0.900343577,CNNM3
1.433466162,-1.031169256,ABCF1
0.502358125,0.236724854,MCU
1.262502657,-0.867171605,LPCAT1
0.080665743,-0.045518239,TOR1AIP2
0.911537284,-0.788147608,MOSPD2
0.024332193,-0.010487239,GRPEL2
0.066813143,-0.039378484,GADD45GIP1
0.139872289,0.114734014,NUBPL
2.591008317,-1.175149282,GOLGA5
1.775142869,-0.969499588,FAM57A
2.452025555,-0.502879461,RDH11
1.653202178,-0.462303797,MRPL30
0.912668903,-0.288712819,STT3B
1.668398626,1.210984548,PNPT1
0.398735263,0.296414057,HM13
0.332883714,0.432824453,GPT2
0.977821434,-0.683298111,NUP210
0.427867927,-0.706220627,CHPT1
1.145097806,-0.645136515,PTPMT1
2.461278876,-0.961573919,PDCD6IP
1.310601289,-1.193250656,NAT14
0.505501923,-0.22491773,TFB1M
1.219240691,-0.549891154,SCFD1
1.512353208,-0.714159012,FAR1
1.162837408,0.252309163,C2orf47
2.299593239,-2.247724533,CKAP2
0.480536872,-0.160709381,BRI3BP
2.184646015,0.468994776,DDX1
0.040675252,-0.054473877,SLC39A7
2.976451057,-1.266268412,H1FX
1.989261132,-1.395815531,GBF1
2.416895785,-0.866835276,TM9SF4
1.172186893,0.611401876,WASF1
0.396092711,0.174740473,AP3S1
1.095195868,-0.358268738,UBXN4
1.382426558,-0.621378581,LPGAT1
1.810939257,-0.694657644,GCN1L1
2.717029217,-0.896547318,NUP205
1.513562595,0.513957342,MRPS31
0.228676719,0.064729055,AKAP1
0.090401623,0.035238266,ARPC1A
1.238259469,-1.014785131,TAF15
1.388983358,-0.612091064,RAD50
3.30245478,-1.6007061,GLG1
0.265764749,0.552216212,UPF1
0.30471703,0.051614126,KHSRP
3.552974914,2.966202418,HIST1H2AC
2.45997646,-0.878882726,YIPF5
3.266575822,3.078184764,RPL36AL
1.675618756,1.461316427,GFM2
0.755612662,-0.115234375,NCLN
1.382363368,-0.790396372,ERGIC1
0.42673561,0.137283961,TBRG4
1.171501063,-0.302838643,CCDC47
1.244725022,0.646806717,MRPL24
0.104049358,0.100911458,EXOC4
0.644630336,0.128597895,LRRC59
2.594096589,-0.980680466,ARL8A
1.993693361,1.031918208,SELRC1
3.433124277,1.318401337,PYCR2
2.68301027,-0.6641922,GRAMD1A
0.667070576,-0.150339127,FAF2
0.692573382,-0.477099101,CCDC124
1.832033797,-0.569166183,AP2M1
0.592381316,-0.153189341,ADCK4
0.230564555,0.19189326,RAB39B
0.65548834,-0.460900625,DNAJC19
1.80408147,0.571285884,MRPL38
1.675003526,0.743469238,MRPS24
2.317328926,0.528116226,MRPL53
2.6638941,1.556561152,CCDC51
0.381003899,0.144625346,SMIM12
0.164620328,0.06103452,DNAJA3
2.278004028,0.536656062,PTCD3
1.91675113,0.279795329,MMAB
1.018222432,-0.616540273,EDC3
2.134912872,-1.871510824,ZC2HC1A
1.556248661,-0.678641001,MYO19
0.179411241,-0.142361323,ERO1L
1.132209864,0.960931142,PRR11
2.052410864,0.371771495,PGAM5
3.545962511,-1.063721975,DDRGK1
0.319553163,-0.480821609,DHTKD1
0.018516137,0.017730713,FUBP3
2.699453093,0.883357366,NARS2
0.020984163,-0.017674764,SUCLG2
0.437479662,-0.129250844,USMG5
2.748777571,-2.172087351,CDK5RAP3
3.302729295,-0.960189819,TMX3
0.183366362,0.139998754,CLPTM1L
0.425362012,-0.441773097,DNAJC1
1.359065369,-1.36820666,SNX27
3.565539344,-0.945829391,MBOAT7
0.757278564,-0.197689692,SFXN2
1.48560898,-1.160652161,RBM14
1.328509362,-1.107243856,VPS35
0.373844413,0.401028315,GFM1
0.424071618,-0.986295064,ERGIC2
1.30487781,-0.362927119,MCCC1
1.62016356,1.832241058,TWINKLE
2.340612456,-0.703184764,ERBB2IP
0.384441004,-0.203032176,PIGS
0.608240229,-0.134163539,CLCC1
1.698099325,1.564147313,CDK5RAP1
2.174682411,0.598282496,YME1L1
1.348192919,-0.753986994,RMDN3
0.045906065,-0.132338842,SEC62
0.888700866,-0.204596837,SDF2
1.471276741,-0.458889008,PARK7
2.519019818,-0.697490056,VAT1
4.463542166,-1.3251489,PKP4
1.046829016,-0.100692749,PHB2
0.726161134,0.68092982,CHP1
2.300933777,1.153287252,HSD17B10
1.367014089,0.376220067,HNRNPAB
1.145791198,-2.309303919,NAPG
1.008647933,0.711559296,MIPEP
0.457986576,0.250764847,TM9SF2
1.996237045,-0.876495997,SLC29A1
0.755340966,-0.387132645,CCT7
0.761008906,-1.174041748,AGPAT1
2.373342781,-1.368771871,PKP2
0.012666277,0.007710775,VRK1
0.289948501,0.432540258,AKAP9
0.973163932,0.534537633,DDX50
3.082689281,2.400744756,ELAC2
0.603525167,0.310466131,GRWD1
4.122649485,6.462806702,MACROD1
0.292107393,0.198620478,ECSIT
1.605082114,-0.794590632,C17orf62
5.78954752,-1.358703613,VKORC1
1.776838665,0.700979233,MRP63
2.101631188,0.442972819,MGME1
1.207412663,0.42633756,MRPL45
0.370379696,-0.087179184,SDF4
0.917155718,-0.38901329,ADPGK
1.871590062,0.511486053,PELO
0.335805918,-0.242781957,ERP44
0.261531584,-0.126001994,NTPCR
2.301092183,0.740680695,C19orf52
0.430947276,-0.11235555,TACO1
1.001966145,-0.245112737,ESYT1
0.500179825,-0.177057266,ALG1
2.937639907,-1.306696574,LRRC1
0.677541923,0.955689112,PI4K2A
0.244239187,-0.215520223,TMEM43
0.15201194,0.217041016,DHRS4
1.886734091,-0.704243978,LMF2
1.257108414,0.605744044,NDUFAF3
0.268279675,-0.098361969,MMTAG2
1.589463582,-0.417170842,TMEM70
0.354488791,-0.382243474,TUBB6
0.374858117,-0.136300405,VAMP8
0.39395538,-0.153081894,TMEM109
1.309078238,0.372368495,PTDSS2
3.544974771,-0.882474264,TMED9
0.059449005,0.020407995,TIMM21
0.997657756,0.439717611,ELOVL1
0.151356637,0.022432963,TARS2
0.510106762,0.291228612,SFXN3
0.082995054,-0.197223028,HINT2
0.908542295,-0.460846583,NUSAP1
1.5669319,-0.302883784,CECR5
3.007485722,-0.895559311,CADM1
2.972538259,-2.550530752,POLDIP3
0.128654827,-0.120349248,MRPL32
2.0180193,1.101910909,MRPL20
0.127854015,0.038300196,MRPL9
0.531883012,0.228017171,MRPL1
0.631947987,-0.196060181,MRPS26
0.985750314,0.426759084,MRPL37
0.263262382,-0.079509099,GTPBP4
1.135502984,-0.333986918,OSBPL8
0.23328044,-1.572881699,LRRCC1
1.085961473,-1.48161761,ELOVL4
0.671295906,0.114013672,SLIRP
0.749056549,0.157566706,MFF
